                       ╭------------------------------------╮
                  Name | Mastiff                            |
                       | bat can't use its blindsight while |
                       |  deafened.", "name"=>"Echolocation |
                       | "}, {"attack_bonus"=>0, "desc"=>"T |
                       | he bat has advantage on Wisdom (Pe |
                       | rception) checks that rely on hear |
                       | ing.", "name"=>"Keen Hearing"}]    |
               actions | [{"damage_bonus"=>2, "damage_dice" |
                       | =>"1d6", "attack_bonus"=>4, "desc" |
                       | =>"Melee Weapon Attack: +4 to hit, |
                       |  reach 5 ft., one creature. Hit: 5 |
                       |  (1d6 + 2) piercing damage.", "nam |
                       | e"=>"Bite"}]                       |
                   url | http://www.dnd5eapi.co/api/monster |
                       | s/118                              |
             abilities | STR 15 (+2)                        |
                       | DEX 16 (+3)                        |
                       | CON 11 (+0)                        |
                       | INT 2  (-4)                        |
                       | WIS 12 (+1)                        |
                       | CHA 6  (-2)                        |
                       |                                    |
                    xp | 50                                 |
           action_text | <b>Bite</b>: Melee Weapon Attack:  |
                       | +4 to hit, reach 5 ft., one creatu |
                       | re. Hit: 5 (1d6 + 2) piercing dama |
                       | ge.                                |
          special_text | <b>Echolocation</b>: The bat can't |
                       |  use its blindsight while deafened |
                       | .                                  |
                       | <b>Keen Hearing</b>: The bat has a |
                       | dvantage on Wisdom (Perception) ch |
                       | ecks that rely on hearing.         |
               stealth |                                    |
                       ╰------------------------------------╯
                       ╭------------------------------------╮
                  Name | Giant Bat                          |
                   Qty | 3                                  |
                   _id | 592f6c32c9e7ce9f72158040           |
                 index | 118                                |
                  name | Giant Bat                          |
                  size | Large                              |
                  type | beast                              |
               subtype |                                    |
             alignment | unaligned                          |
           armor_class | 13                                 |
            hit_points | 22                                 |
              hit_dice | 4d10                               |
                 speed | 10 ft., fly 60 ft.                 |
              strength | 15                                 |
             dexterity | 16                                 |
          constitution | 11                                 |
          intelligence | 2                                  |
                wisdom | 12                                 |
              charisma | 6                                  |
            perception |                                    |
damage_vulnerabilities |                                    |
    damage_resistances |                                    |
     damage_immunities |                                    |
  condition_immunities |                                    |
                senses | blindsight 60 ft., passive Percept |
                       | ion 11                             |
             languages |                                    |
      challenge_rating | 0.25                               |
     special_abilities | [{"attack_bonus"=>0, "desc"=>"The  |
                       | bat can't use its blindsight while |
                       |  deafened.", "name"=>"Echolocation |
                       | "}, {"attack_bonus"=>0, "desc"=>"T |
                       | he bat has advantage on Wisdom (Pe |
                       | rception) checks that rely on hear |
                       | ing.", "name"=>"Keen Hearing"}]    |
               actions | [{"damage_bonus"=>2, "damage_dice" |
                       | =>"1d6", "attack_bonus"=>4, "desc" |
                       | =>"Melee Weapon Attack: +4 to hit, |
                       |  reach 5 ft., one creature. Hit: 5 |
                       |  (1d6 + 2) piercing damage.", "nam |
                       | e"=>"Bite"}]                       |
                   url | http://www.dnd5eapi.co/api/monster |
                       | s/118                              |
             abilities | STR 15 (+2)                        |
                       | DEX 16 (+3)                        |
                       | CON 11 (+0)                        |
                       | INT 2  (-4)                        |
                       | WIS 12 (+1)                        |
                       | CHA 6  (-2)                        |
                       |                                    |
                    xp | 50                                 |
           action_text | <b>Bite</b>: Melee Weapon Attack:  |
                       | +4 to hit, reach 5 ft., one creatu |
                       | re. Hit: 5 (1d6 + 2) piercing dama |
                       | ge.                                |
          special_text | <b>Echolocation</b>: The bat can't |
                       |  use its blindsight while deafened |
                       | .                                  |
                       | <b>Keen Hearing</b>: The bat has a |
                       | dvantage on Wisdom (Perception) ch |
                       | ecks that rely on hearing.         |
               stealth |                                    |
                       ╰------------------------------------╯
                       ╭------------------------------------╮
                  Name | Giant Bat                          |
                   Qty | 3                                  |
                   _id | 592f6c32c9e7ce9f72158040           |
                 index | 118                                |
                  name | Giant Bat                          |
                  size | Large                              |
                  type | beast                              |
               subtype |                                    |
             alignment | unaligned                          |
           armor_class | 13                                 |
            hit_points | 22                                 |
              hit_dice | 4d10                               |
                 speed | 10 ft., fly 60 ft.                 |
              strength | 15                                 |
             dexterity | 16                                 |
          constitution | 11                                 |
          intelligence | 2                                  |
                wisdom | 12                                 |
              charisma | 6                                  |
            perception |                                    |
damage_vulnerabilities |                                    |
    damage_resistances |                                    |
     damage_immunities |                                    |
  condition_immunities |                                    |
                senses | blindsight 60 ft., passive Percept |
                       | ion 11                             |
             languages |                                    |
      challenge_rating | 0.25                               |
     special_abilities | [{"attack_bonus"=>0, "desc"=>"The  |
                       | bat can't use its blindsight while |
                       |  deafened.", "name"=>"Echolocation |
                       | "}, {"attack_bonus"=>0, "desc"=>"T |
                       | he bat has advantage on Wisdom (Pe |
                       | rception) checks that rely on hear |
                       | ing.", "name"=>"Keen Hearing"}]    |
               actions | [{"damage_bonus"=>2, "damage_dice" |
                       | =>"1d6", "attack_bonus"=>4, "desc" |
                       | =>"Melee Weapon Attack: +4 to hit, |
                       |  reach 5 ft., one creature. Hit: 5 |
                       |  (1d6 + 2) piercing damage.", "nam |
                       | e"=>"Bite"}]                       |
                   url | http://www.dnd5eapi.co/api/monster |
                       | s/118                              |
             abilities | STR 15 (+2)                        |
                       | DEX 16 (+3)                        |
                       | CON 11 (+0)                        |
                       | INT 2  (-4)                        |
                       | WIS 12 (+1)                        |
                       | CHA 6  (-2)                        |
                       |                                    |
                    xp | 50                                 |
           action_text | <b>Bite</b>: Melee Weapon Attack:  |
                       | +4 to hit, reach 5 ft., one creatu |
                       | re. Hit: 5 (1d6 + 2) piercing dama |
                       | ge.                                |
          special_text | <b>Echolocation</b>: The bat can't |
                       |  use its blindsight while deafened |
                       | .                                  |
                       | <b>Keen Hearing</b>: The bat has a |
                       | dvantage on Wisdom (Perception) ch |
                       | ecks that rely on hearing.         |
               stealth |                                    |
                       ╰------------------------------------╯
                       ╭------------------------------------╮
                  Name | Giant Owl                          |
                   Qty | 1                                  |
                   _id | 592f6c32c9e7ce9f7215804d           |
                 index | 132                                |
                  name | Giant Owl                          |
                  size | Large                              |
                  type | beast                              |
               subtype |                                    |
             alignment | neutral                            |
           armor_class | 12                                 |
            hit_points | 19                                 |
              hit_dice | 3d10                               |
                 speed | 5 ft., fly 60 ft.                  |
              strength | 13                                 |
             dexterity | 15                                 |
          constitution | 12                                 |
          intelligence | 8                                  |
                wisdom | 13                                 |
              charisma | 10                                 |
            perception | 5                                  |
damage_vulnerabilities |                                    |
    damage_resistances |                                    |
     damage_immunities |                                    |
  condition_immunities |                                    |
                senses | darkvision 120 ft., passive Percep |
                       | tion 15                            |
             languages | Giant Owl, understands Common, Elv |
                       | ish, and Sylvan but can't speak    |
      challenge_rating | 0.25                               |
     special_abilities | [{"attack_bonus"=>0, "desc"=>"The  |
                       | owl doesn't provoke opportunity at |
                       | tacks when it flies out of an enem |
                       | y's reach.", "name"=>"Flyby"}, {"a |
                       | ttack_bonus"=>0, "desc"=>"The owl  |
                       | has advantage on Wisdom (Perceptio |
                       | n) checks that rely on hearing or  |
                       | sight.", "name"=>"Keen Hearing and |
                       |  Sight"}]                          |
               actions | [{"damage_bonus"=>1, "damage_dice" |
                       | =>"2d6", "attack_bonus"=>3, "desc" |
                       | =>"Melee Weapon Attack: +3 to hit, |
                       |  reach 5 ft., one target. Hit: 8 ( |
                       | 2d6 + 1) slashing damage.", "name" |
                       | =>"Talons"}]                       |
                   url | http://www.dnd5eapi.co/api/monster |
                       | s/132                              |
             abilities | STR 13 (+1)                        |
                       | DEX 15 (+2)                        |
                       | CON 12 (+1)                        |
                       | INT 8  (-1)                        |
                       | WIS 13 (+1)                        |
                       | CHA 10 (+0)                        |
                       |                                    |
                    xp | 50                                 |
           action_text | <b>Talons</b>: Melee Weapon Attack |
                       | : +3 to hit, reach 5 ft., one targ |
                       | et. Hit: 8 (2d6 + 1) slashing dama |
                       | ge.                                |
          special_text | <b>Flyby</b>: The owl doesn't prov |
                       | oke opportunity attacks when it fl |
                       | ies out of an enemy's reach.       |
                       | <b>Keen Hearing and Sight</b>: The |
                       |  owl has advantage on Wisdom (Perc |
                       | eption) checks that rely on hearin |
                       | g or sight.                        |
               stealth | 4                                  |
                       ╰------------------------------------╯
